4882,1994,12,12,14,11,-5,151,BISMARCK SEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Questionable Tsunami,,,,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/4882,"A severe earthquake tremor was experienced in the township of Rabaul and the surrounding district at 12:15 a.m. today. Tanks burst, crockery was broken, and many landslides occurred, blocking the roadways. No persons were injured. A small tidal wave is reported to have occurred on the North Coast of New Guinea, the Gazelle Peninsula, and in New Britain. (reference #7535)"
5242,1994,4,24,8,0,46.73,7.97,LAKE BRIENZ,SWITZERLAND,Mediterranean Sea,Unknown,Event that only caused a seiche or disturbance in an inland river,,,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5242,"""In spring 1996 AD, the occurrence of a large mass-transport was detected by a series of events, which happened in Lake Brienz, Switzerland: turbidity increase and oxygen depletion in deep waters, release of an old corpse into surface waters and occurrence of a small tsunami-like wave."" On April 24th 1996, a sunny and windless day, workers from Aarekies AG company were on a
floating bagger anchored 130140 m offshore Alter
Aaregg (old Aare delta; Fig. 1) performing dredging at
810 m water depth. The &#8764;50 t dredging bagger was
tightly anchored with 5 wire cables, 2 of them attached
onshore and 3 anchored offshore. At about 8:00 GMT,
the cable winches went surprisingly a bit backwards
despite their brakes, and a loud noise raised the team's
attention. Immediately after, two wire cables, one
onshore and one offshore (16 mm and 19 mm diameter,
respectively), broke at once. After this incident, upon
reaching the harbor, the team reported that the boat was
staying lower on the quay than normal. Some time later,the workers noted that the boat was then staying half a
metre higher than its former position and deduced that
the lake level was greatly fluctuating without generating
any noticeable surface waves. The time period between
the highest and lowest lake level (with approximately
half metre amplitude) was 1520 min (pers. comm. Jürg
Gruber and Mr. Moser) and is identified as a small
tsunami wave. (reference #6690)"
5162,1994,10,8,2,16,11,-86.5,NICARAGUA,NICARAGUA,West Coast of North and Central America,Earthquake,Probable Tsunami,7,,,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5162,"October 8, 1901, 02:26 UTC, 11 N, 86.5 W, magnitude 7.0. We have little information about this earthquake, which had an epicentre in the Pacific off the coast of Nicaragua. It caused minor damage at a number of unspecified places along the west coast of Nicaragua. At San Juan del Sur a seismic sea wave, about 1.5 m above tide level, washed away loose lumber and other articles, but the earthquake did no other damage. (reference #8015)"
5262,1995,6,12,11,6,26,91,ASSAM,INDIA,Indian Ocean (including west coast of Australia),Earthquake,Event that only caused a seiche or disturbance in an inland river,8.7,,,Extreme (~$25 million or more),Very Many (~1001 or more houses),Very Many (~1001 or more people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5262,"The great Assam Earthquake of 1897 (8 < M <- 8.1) is the largest known Indian intraplate earthquake. It raised the northern edge of the Shillong Plateau by more than 10m, resulting in the destruction of structures over much of the plateau and surrounding areas and causing widespread liquefaction and flooding in the Brahmaputra and Sylhet Floodplains. (reference #9408)
<P>Following the earthquake a great tidal wave swept up the Brahmapootra River, reaching to as far as Goalpara, over 250 miles from the sea. (reference #8735, 11454)
<P>Typo from reference #96: Tsunami listed out of chronological order (between events in 1886 and 1906) on June 12, 1978 (should be June 12, 1897) at 27 N 91 E from a magnitude 8.7 earthquake that generated a tsunami in the tributaries of the Brahamputra and Ganges Rivers, killing 1542 people. This event is describing the June 12, 1897 Assam India earthquake and liquefaction in the Brahmaputra floodplain. (reference #96)"
5202,1995,12,17,6,53,-54,-71,SOUTHERN CHILE,CHILE,West Coast of South America,Earthquake,Very Doubtful Tsunami,7.8,33,,Limited (<$1 million),,Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5202,"1949, December 17, 06:53 UTC. 54 S, 71 W, magnitude 7.7 MS, depth 33 km. (reference #552)
<BR>1949, December 17, 15:08 UTC. 54 S, 71 W, magnitude 7.7 MS, depth 33 km. (reference #552)
<P>1949, December 17, 06:53 UTC. 54 S, 71 W, depth 33 km,  magnitude 7.75 MS. (reference #164)
<BR>1949, December 17, 15:08 UTC. 54 S, 71 W, depth 33 km,  magnitude 7.75 MS. (reference #164)"
5282,1995,11,,,,23,71,KUTCH,INDIA,Indian Ocean (including west coast of Australia),Earthquake,Questionable Tsunami,,,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5282,"The oldest record of tsunami is available from November 326
BC earthquake near the Indus delta Kutch region that set off massive sea waves in the Arabian Sea. Alexander the Great was returning to Greece after his conquest and wanted to go back by a sea route. But a tsunami due to an earthquake of large magnitude destroyed the mighty Macedonian fleet. (reference #2771)
<P>326 B.C. November. Off Karachi, Arabian Sea. (reference #1212)
<P>The oldest record of tsunami is available from November 326 BC earthquake near the Indus delta Kutch region. Alexander the Great was returning to Greece after his conquest and wanted to go back by a sea route. But a tsunami due to an earthquake of large magnitude destroyed the mighty Macedonian fleet (Reference #9159). (reference #8776)"
5122,1995,7,8,,,-15.5,167.2,VANUATU ISLANDS,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Very Doubtful Tsunami,,,,Moderate (~$1 to $5 million),Many (~101 to 1000 houses),,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5122,"The Sydney Morning Herald, Tuesday 10 August 1909, p. 6. Earthquakes in the Islands. The Pacifique arrived this afternoon bringing news that earthquake shocks were felt at Espiritu Santo, the largest of the New Hebrides Group, on July 28. In the Canal de Segond the shocks were severely felt by the Sittlen. About 7 p.m. a shock of great violence occurred, the houses oscillated alarmingly and furniture and crockery were thrown to the ground. All the houses in the Canal de Segond fell, with the exception of those of Messrs. Lohberger and Ratard. All night shocks were felt, but of less severity. It was fortunate that the shocks came early in the evening, as the stone houses of MM. Beaujen and Houchard were reduced to a pile of stone and mortar. At Port Vila, the present capital or headquarters, a slight shock only was felt. The volcano on the island of Ambrym was in full activity and the residents of the neighborhood declare that they have never before seen it in such violent eruption.
(reference #7936)
<P>The Sydney Morning Herald, Tuesday 24 August 1909, p. 7. The New Hebrides Earthquake. The French mail steamer Nera, which arrived at Sydney last night from Noumea, brought further details of the recent severe earthquake in the New Hebrides Group. The volcano at the island of Ambrym suddenly became active, and belched forth enormous quantities of lava, the flames leaping high into the air. Simultaneously the earth began to tremble, and 10 houses were destroyed along the foreshores of the Segond Canal. Several very severe tremors were also felt at Santo Island on two successive days. Houses shook violently and several collapsed. Mrs. Retard was thrown out of her house at Santo and flung against a tree with such force that she was rendered unconscious. Many narrow escapes are reported, but no fatalities. Two children asleep in their cots were rescued from one falling house just in time, and several settlers were struck by flying debris. The steamer Oui Oui and the auxiliary schooner Emille Mercet while at anchor at Malo were struck by a tidal wave caused by the earthquake but although they rolled violently, no serious damage was done. (reference #7935)"
5222,1995,8,10,5,23,-17.541,168.069,VANUATU ISLANDS,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.2,25,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5222,
5283,1995,,,,,10.46,79.53,NAGAPATTINAM,INDIA,Indian Ocean (including west coast of Australia),Unknown,Very Doubtful Tsunami,,,,Severe (~>$5 to $24 million),Some (~51 to 100 houses),Many (~101 to 1000 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5283,"There is mention of tsunami effect in scriptures at Nagapattinam in 900AD that destroyed a Budhist monastery. According to literature available in the library of
Thondaiman kingdom in Puduckottai, Tamilnadu, it was during the reign of Raja Raja Chola that waves had washed away the monastery and several temples and <B>killed hundreds of people</B>. There is evidence of this in Kalaki Krishnamurtys book Ponniyin Selvan-The Pinacle of Sacrifice. In the chapter The Sea Rises, the author explains how the sea had risen very high and the black mountain of water moved forward. The sea inundated warehouses and sheds and began to flow into the streets. Ships and boats seemed suspended in mid-air, precariously poised on the water peaks. The book also describes how an elephant was swallowed by the gushing water. (reference #2771)"
5284,1995,5,,,,22,89,SUNDERBANS,BANGLADESH,Indian Ocean (including west coast of Australia),Earthquake,Questionable Tsunami,,,,,,Very Many (~1001 or more people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5284,"Mihir Guha (http://www.freejournal.net), former Director General of the India Meteorological Department, informed that a tsunami struck Sunderbans (Bangladesh) in May 1874, killing several hundred thousand people. It was result of an earthquake in Bhola district. Earthquake and tsunami both played havoc in vast areas of Sunderbans, 24-Prganas, Midnapore, Barishal, Khulna and Bhola. Even Kolkata felt its impact. It was the same year that the meteorological center in Alipore was set up. However, no written record of such an earthquake or tsunami is available. (reference #2771)"
5362,1995,2,25,,,-0.5,166.9,"NAURU, OCEAN ISLAND",NAURU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Unknown,Very Doubtful Tsunami,,,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5362,"Tidal Waves at Nauru - Huts Washed Into Sea. Sydney, April 29.--Advice has been received in Sydney of damage caused by tidal waves in the harbour of Nauru, Ocean Island. A member of the staff of the British Phosphate Commission, writing to a friend says:--""Our last inward mail arrived on February 26, several days late as the Elmbank was delayed by a terrific cyclone. When she did arrive at Nauru the mail could not be landed as, although the sea had calmed down and was like a mill pond, a most extraordinary series of tidal waves suddenly developed. One particularly high wave completely filled the boat harbour and sunk a launch and cargo lighter and ran inshore for about 150 yards further than any wave has been for more years. The tidal waves washed a lot of cook houses from Chinatown into the ocean. We suppose that the tidal disturbance was caused by some submarine movement of the ocean bed."" (reference #9035)"
5343,1995,8,13,21,19,12.484,141.476,"GUAM, MARIANA ISLANDS",USA TERRITORY,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,6.9,10,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5343,
5382,1995,,,,,36.2,-7.17,CADIZ,SPAIN,Northeast Atlantic Ocean,Earthquake,Questionable Tsunami,,,,Moderate (~$1 to $5 million),Few (~1 to 50 houses),Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5382,"218 B.C. Cadiz, Spain, 36 deg 12 min N, 7 deg 40 min W, event validity 1. No original sources available. The first source is Navarro Neumann who reports that several coastal places close to Cadiz where affected by a water withdrawal and subsequent sea flooding. A lot of fish were seen on the sea floor. (reference #4139)
<P>216-218 B.C. 36 deg 12 min N. 07 deg 40 min W, Cadiz. Tsunami. (reference #2764)
<P>218 B.C. 36 deg 12 min N, 07 deg 40 min W, Golfo de Cadiz. Tsunami. (reference #1193)
<P>[Ocampo] describes it saying: The island of Cadiz and all the sea coast of Andalucia suffered large earthquakes which destroyed buildings, killed people, and caused terrible damages and the sea flooded many places (La isla de Cadiz y toda la marina frontera de Andalucia padecio grandes terremotos o temblores que derrocaron edificios, mataron gentes y causaron danos terribles y la mar anego muchos lugares). Mariana (1601) only says that in the year 218 B.C. there were several earthquakes in Spain. Moreira (1758) follows Mariana (1601) and dates an earthquake in 218 B.C. The catalogue of Mart&#305;nez-Solares and Mezcua (2002) places an earthquake in SW of Saint Vincent Cape and dates it in 218 B.C., following Moreira (1758). As the first reference is that of Ocampo (1543), <B> the year must be 216 B.C. </B> Here, again, we have reference to earthquakes and flooding in Cadiz, which may correspond to the occurrence of large earthquakes followed by tsunamis in the area of Saint Vincent Cape. Lack of references by more or less contemporary Roman authors could lead to think that Ocampo (1543) mention of the earthquakes of 241 B.C. and 216 B.C. could refer to the same event or events which may have taken place around the middle of the thirteenth century B.C. (reference #12772)
<P>218 B.C. Cadiz, 36.20 N 7.67 W, Tsunami Validity = 2 (Questionable tsunami). (reference #11164)
<P>218 (217, 216) B.C. The most probable date is 216 B.C. and it may refer to a large earthquake at the Gulf of Cadiz or off-shore Cape St. Vincent followed by a tsunami according to the description of the forward and backward motion of the sea. (reference #12774)"
5322,1995,6,5,,,-34.5,-57.9,LA PLATA RIVER,URUGUAY,Southwest Atlantic Ocean,Earthquake,Very Doubtful Tsunami,,,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5322,"The 5 of June of 1888 at 0 hours 20 m an earthquake affected the southwestern part of Uruguay and the Province of Buenos Aires (Argentina). The fact that his epicenter was placed in the La Plata River between Colonia in Uruguay and the capital of Argentina, Buenos Aires, added to the fact that his magnitude is presumed to have been superior to 5.0. The consequences of a similar seismic event would be nowadays, without doubt, much majors that those experimenting for more of a century, given the urban development in the zone, the intense present marine traffic where the tremor was focused and in which variations were reported important in the level of the river... (reference #8855)"
5342,1995,10,25,14,42,-3.487,100.082,SUMATRA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7.8,20,,Extreme (~$25 million or more),Many (~101 to 1000 houses),Many (~101 to 1000 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5342,"At least 340 people killed and 330 missing from the earthquake and tsunami with maximum height of 7 meters. Felt (III) at Bukittinggi and Padang, Sumatra. Also felt at Bengkulu. Felt (II) in Singapore. Felt at Bangkok, Thailand. (reference #1053)
<P>Based on the latest data from local governments, the death toll is: North Pagai - 237 people lost their lives, South Pagai - 162 people, South Sipora - 23 people, and Sikakap - 9 people. At least 700 homes were damaged, in addition to community infrastructure such as schools and bridges. As many as 14,983 people are still displaced, with 8,394 people scattered throughout South Pagai, 2,793 people in North Pagai, 2,032 people in South Sipora, and 1,764 people in Sikakap. (reference #9135)
<P>Ferry Faisal, of the West Sumatra provincial disaster management agency, raised the official toll Thursday to 343 from 311 earlier in the day. He said 338 people are still missing. (reference #8935)
<P>A videographer, Carvallo managed to shoot the frenzied moments of panic inside the Macoroni Surf Resort on North Pagai. He estimated that two of the waves were at least 16 feet (5 meters) high. Early reports said there was only one wave that was 10 feet (3 meters) high, but some witnesses have since described one or more waves that were taller.
(reference #9000)
<P>The toll from the earthquake and the tsunami it spawned rose to 408 on Friday as officials found more bodies, and 303 people were still missing and feared swept out to sea, said Agus Prayitno of the West Sumatra provincial disaster management center. Officials say 13,000 survivors on the islands are homeless. Many were sorely in need of help, which the government was struggling to deliver. (reference #9001)
<P>Chairman of National Agency for Disaster Management Samsul Maarif told a parliamentary hearing that that flash flood in Wasior district of West Papua province has claimed 173, earthquake and tsunami hit Mentawai Islands in West Sumatra province have took 509 lives while volcano eruption of Mount Merapi in Yogyakarta and Central Java provinces claimed 322 people's lives. (reference #9095)
<P>The 7.7 magnitude earthquake that hit the islands on October 25 triggered a 3m high tsunami with waves slamming inland as far as 1km and reaching the roofs of houses in coastal villages on north and south Pagai islands, the worst hit areas. The government's national disaster taskforce says the tsunami claimed over 500 lives and left hundreds injured, with just over 11,400 people still out of their homes causing a total loss of nearly US$ 39 million. (reference #9282)
<P>The Mw 7.8 Mentawai earthquake of 25 October 2010 was a tsunami earthquake. It occurred seaward of the southern
Mentawai islands of Sumatra, Indonesia, and preceded a very large tsunami that caused substantial damage and 509 deaths [casualty information from Pusdalops PB Sumbar (the Disaster Management Operational Control Center for West Sumatra Province)]. Maximum measured tsunami runup was >16 m. Seismological solutions indicate a shallow dip, consistent with an origin on the Sunda megathrust... Along the west coast of the Mentawai Islands, from southern Siberut to the southern tip of South Pagai Island, tsunami heights generally ranged from 1 to 10 m with the strongest effects observed along the west coasts of North and South Pagai islands. Maximum tsunami heights were measured along the western shores of a string of small islands west of South Pagai. On one of these islands, Sibigau, we recorded a maximum runup of 16.9 m, with similar measurements of 12.6, 14.8 and 10.2 m recorded at locations nearby. It should be noted that these values are measurements of true runup height, i.e., the situation where the tsunami wave reaches a maximum elevation against topographical relief.(reference #10265)
<P>NOAA/PMEL <B><a href=""http://nctr.pmel.noaa.gov/indonesia20101025/"" target=""blank"">tsunami model results</a></B>"
5402,1995,12,21,17,19,26.901,143.698,BONIN ISLANDS,JAPAN,Japan,Earthquake,Definite Tsunami,7.4,14,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5402,
5405,1995,1,4,,,44.4,-67.97,"COREA HARBOR, MAINE",USA,"East Coast USA and Canada, St Pierre and Miquelon",Meteorological,Very Doubtful Tsunami,,,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5405,"Unusual tidal bore in Corea Harbor tosses lobster cars, spins boats, Bangor Daily News, January 6, 1994. Lobster boats spun like tops. Large lobster cars flipped over or started to drift out to sea... At around noon Tuesday, fishermen in Corea noticed unusual weather conditions: Tides seemed abnormally high, winds pounded the area, and daylight seemed to dim, then brighten again. They had just experienced what Raymond Dunbar Jr. defined as a ""bore tide"" -- a 5- to 6-foot-high wall of water. Dunbar, who was watching the storm... said he saw the tide's effect on Bruce Crowley's boat. ""It had horsed up around another one,"" he said. He saw the boat disappear. ""By that time the tide had bore out again, and she (Crowley's boat) went down out of sight and it made me think more that she had parted her mooring."" Dwight Rodgers, manager of the Corea Co-op, said Wednesday that the tidal action was spectacular. ""There was a lot of water in the harbor and, as if somebody opened a drain, the water just disappeared,"" he said. The tidal bore created a whirlpool effect that caused some of the nearly 30 boats moored in the harbor to whip around each other. Harvey Crowley... could not believe what he saw. ""Boats were all snarled up, lobster cars were out in the middle of the harbor upside down,"" he said...  The tidal action caused one lobster car filled with lobsters to drag its two moorings. A 22-by-14-foot lobster car belonging to Dunbar's son flipped over...  Lobsterman Bruce Crowley said he noticed a difference in the tide as he watched it from his home near Corea Harbor. ""I saw the water all go out, just for a minute. It was up one minute and it was gone the next. It went fast,"" he said. Dunbar said he watched as Bruce Crowley's lobster car broke loose, headed out to sea, and then was pushed back into the harbor by a large wave. ""When that lobster car came in the second time, you couldn't row a dinghy fast enough to keep up with it. That was how fast it came up with the tide. ... It was scary,"" he said. Babe Crowley, whose home overlooks the harbor, said the tidal surge was unlike anything he had seen in his 63 years. He estimated that the wind gusted to about 80 miles per hour... (reference #9221)
<P>Geologist explains tidal phenomenon at Corea Harbor, Bangor Daily News, January 7, 1994. Joe Kelley, director of marine geology for the Maine Geological Survey, who is based at the University of Maine, said... ""What was described in that article certainly was unusual for any area. To have water leave a harbor suddenly and then come back in suddenly as a large wave is not usual. It takes a lot of force to move water, and while there was a storm going on, that probably wasn't all of it,""... Kelley said he had ruled out several causes. He said the event was not a tidal bore because the tides were not right. He also ruled out the possibility that the event was a tsunami... Tsunamis are related to earthquakes and a call to the Weston Geophysical Observatory in Weston, Mass., Kelley said, revealed there had been no earthquake in the North Atlantic area. The U.S. Weather Service, Kelley said, had reported that just before noon, the atmospheric pressure in Providence, R.I. dropped severely... The geologist said he believed the disturbance at Corea Harbor may have been caused by methane gas escaping from the ocean's mud bottom. He said that several years ago he had explored several methane-related holes in the sea floor in Belfast Bay [Maine]... ""What I think happened is a sudden change in the pressure raises the water level that loads the ocean floor, squeezes a bubble of (methane) gas which pushes water out and causes a wave to come into the harbor. The bubble breaks, and the water rushes back out to fill the void,"" he said. Kelly said the event apparently repeated itself several times. (reference #9220)"
5404,1995,12,10,,,37.07,15.3,"SICILY, ITALY",ITALY,Mediterranean Sea,Earthquake,Probable Tsunami,6.6,,,Severe (~>$5 to $24 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5404,"December 10, 1542. This earthquake, with estimated magnitude Mw = 6.6, hit many localities in south-eastern Sicily causing damage in an area of about 6000 km<sup>2</sup>. Several localities were destroyed and the shock was felt in whole the island. As reported by Lacisio (1543, reference #9207), after the earthquake the sea flooded the town of Augusta. (reference #9169)"
5403,1995,12,25,13,16,-19.702,167.947,VANUATU ISLANDS,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.3,16,,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5403,"The quake generated a local tsunami that struck most of the western coastline of Tanna. No fatality occurred; 4 people were injured, 3 boats were displaced, 1 boat sank and few canoes displaced. (reference #12086)"
5407,1995,2,21,23,51,-43.583,172.68,SOUTH ISLAND,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake and Landslide,Questionable Tsunami,6.1,6,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5407,"Tour guides at the Tasman Glacier in the Southern Alps say the quake caused the ice to ""calve"" from the glacier, forming icebergs in the terminal lake. Tourists of Glacier Explorer boats say the icefall caused waves of up to 3.5 meters in height which swept up and down the lake for 30 minutes.
(reference #9293)"
5406,1996,2,11,20,5,-36.474,-73.125,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,6.8,28,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5406,
5408,1996,8,21,16,40,-21,-70,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Very Doubtful Tsunami,6.8,,0,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5408,"1869, August 21, 12:40 local time. magnitude 6 3/4, 21 S, 70 W (questionable validity). At Iquique there was another strong shock, followed by milder shocks until 16:30. The sea remained calm, but was somewhat agitated on the following days. The earthquake possibly was felt at Arequipa [Peru] and Copiapo [Chile]. (reference #415)
<P>August 21, 1869, 19 S, 70.5 W, magnitude 6.8, runup height 2 m, tsunami intensity 1.5. (reference #552)
<P>August 21, 1869, 21 S, 70 W, magnitude 6.8, runup height 0.7 m. (reference #552)
<P>1869, Aug. 20 and 24. Chile and Peru. Earthquake felt at Tacna, Arica, Iquique, and Pica. Sea wave; no data. (reference #39)
<P>1869, Aug 20 and 24. Peru at Tacna, and Chile at Arica, Iquique and Pica. (reference #132)
<P>1869, August 19 (possibly 20). Tsunami source Arica or Ica, N. Chile or S. Peru. Tsunami observed Iquique, Pisagua, Arica, Callao. The number and date of Peru--N. Chile tsunami occurring in August 1869 is uncertain. Berninghausen, citing Heck, Milne and Montessus de Ballore lists tsunamis accompanying a quake Aug. 19 at Ica and Arica and a quake (quakes? ) on Aug. 20 and 24 at Tacna, Arica, Iquique, and Pica. Heck lists the same tsunami, not clarifying that the places were those at which the quakes, and not necessarily waves, were observed, citing Milne. Milne listed a quake at Arica and Ica on 19 Aug., accompanied by sea waves, citing an unidentified Montessus de Ballore report, and quakes Aug. 20-24 strongest at Arica, Iquique, and Pica, of which one at least was accompanied by sea waves, citing Fuchs, Montessus de Ballore, and Hope-Jones. Rudolph initially (1887) reported a quake at Tacna on Aug. 24 at 13:10 with which was associated the tsunami behavior at Pisagua noted above. Later, however, he quoted a ship captain's report from Pisagua on the same date that ""..the inhabitants cleared out to the mountains leaving another sea wave."" The earlier tsunami thus implied might have occurred on one of the earlier dates shown in Aug. 1869 or might easily have been the tsunami of 1868 Aug. 13. Montessus de Ballore included in his provisional lists (1910-llb) a quake at Arica and Ica on Aug. 19 that was accompanied by a tsunami, but later (19lla) in detailed account omitted this date and described a Peru-N. Chile quake on Aug. 24 accompanied by a tsunami at Arica and Iquique. Fuchs (1870) mentions a tsunami only on Aug. 24 accompanying a quake at Iquique and Arica. It is considered probable that there was only one tsunami in Aug. 1869, that on the 24th, but possible that there was an additional one on the 19th. (reference #79)"
5411,1996,2,7,,,18.2,-94.5,S. MEXICO,MEXICO,Caribbean Sea,Earthquake,Questionable Tsunami,,,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5411,"February 7, 1871. Two underground shocks occurred at Minatitlan [off the Atlantic coast of Mexico] followed by a sea wave 0.3 m (1 foot) high. An earthquake was felt at Mexico City on the same day. (reference #415)"
5412,1996,3,9,2,45,38.435,142.842,HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7.5,32,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5412,
5410,1996,3,17,,,-11.8,-77.8,PERU,PERU,West Coast of South America,Earthquake,Questionable Tsunami,8.4,30,,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5410,"March 17, 1584. Strong earthquake in Lima, which damaged buildings.  In many places on the coast the sea inundated the land, particularly at Chincha, where it came very close to the quicksilver deposit. (reference #1111)"
5413,1996,3,11,5,46,38.297,142.372,HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,9.1,30,,Extreme (~$25 million or more),Very Many (~1001 or more houses),Very Many (~1001 or more people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5413,"The March 11, 2011 earthquake near the east coast of Honshu, Japan, generated a devastating tsunami that was observed all over the Pacific and caused tremendous devastation locally. The highest wave from the tsunami was 38.9 m in the Iwate Prefecture reported by 2011 Tohoku Earthquake Tsunami Joint Survey Group. Tide gauge recordings in Japan range from 1 to 7 m; 2.5 m waves were observed by eyewitnesses in the Kuril I, Russia; 2 m waves were observed at tide gauges in South America, Hawaii, and the west coast of the United States. The highest wave that has ever been recorded by an ocean-bottom sensor was a 1.78 m wave recorded by DART station 21418 located 450 nautical miles northeast of Tokyo. <P>20,319 deaths, 405719 affected, $210 billion damage. (ref #1250)<P>The Japan Cabinet Office has estimated the losses to 16,9 Trillion Yen (approximately 220 Billion US $). (ref #10814)
<P>15,899 deaths and 2,529 missing, 6,157 injured according to Damage Situation and Police Countermeasures associated with 2011 Tohoku district - off the Pacific Ocean Earthquake, as of Dec 10, 2019, National Police Agency of Japan. (ref #9608) <i>Note: one (1) distant death in California, USA, and one (1) Indonesia. Also, a death due to radiation exposure after tsunami.</i>
<P>The government of Japan acknowledged for the first time that a former worker of the Fukushima nuclear plant has died as a result of radiation exposure  seven years after the plant was hit by a tsunami (ref #12220)
<P>Japans government says the total cost of the damage caused by the tsunami could reach 25 trillion yen (~USD $300 billion). (ref #9502)<P>According to the Jiji Presss report as of April 19th, the National Policy Agency issued the breakout of the death (13,135 confirmed by autopsy) separated by age, in Iwate, Miyagi and Fukushima Prefectures, the most affected areas by the Great East Japan Earthquake. The report shows that death of the aged 60 or elder consists of more than 65.2% of total death toll, while number of children and youth under 19 consist 6.5%. It also reported 5,971 are male, and 7,036 are female. <B>12,143 (92.4%) were drowned to death</B>, and, 578 were crushed to death, 148 were burnt to death. 83.2% of the bodies were identified until now. (ref #9445)<P>Economic losses caused by the magnitude-9.0 earthquake and the resulting tsunami in Japan came to $210 billion, making it the costliest natural catastrophe of all time. (ref #9677)<P>Following the earthquake, 345 fires occurred in 12 prefectures, including cases where the tsunami triggered the fire. (ref #9386)<P>More than 40% of all the fires spawned by the Great East Japan Earthquake were the result of the massive tsunami that followed, a recent study by an academic society has found. (ref #10858)<P>During the 2011 tsunami, the maximum amplitude in California was measured at 2.47 m in Crescent City Harbor with over $50-million in damage to two dozen harbors. Those most significantly affected were Crescent City, Noyo River, Santa Cruz, Moss Landing, and southern Shelter Island. During both events, people on docks and near the ocean became at risk to injury with one fatality occurring during the 2011 tsunami at the mouth of the Klamath River. (ref #9918)<P>It resulted in the total destruction of 129,000 houses, with 255,000 being partially destroyed and a further 697,000 sustaining some damaged. Among these, some 7,600 houses were destroyed by ground shaking, 19,000 were damaged by liquefaction, and the rest (<B>nearly 98%</B>) were affected by the tsunami. Approximately 500,000 people lost their houses and were displaced... <B>92%</B> of casualties were due to drowning by the tsunami... The total area of the 2011 tsunami inundation was estimated as 561 sq km by the Geospatial Information Authority of Japan... (ref #11019)
<P>In the 2011 Tohoku tsunami, the maximum run&#8208;up height was 39.7 m at Miyako (reference #9594)"
